2025-10-29 11:24:58: Price=$112479.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:07:05: Price=$112231.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:07:39: Price=$112462.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:08:07: Price=$112450.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:08:39: Price=$112462.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:09:07: Price=$112450.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:09:39: Price=$112462.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:10:07: Price=$112450.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:10:41: Price=$112305.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:11:08: Price=$112275.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:11:41: Price=$112305.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:12:08: Price=$112275.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:12:41: Price=$112305.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:13:08: Price=$112275.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:13:44: Price=$112240.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:14:10: Price=$112280.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:14:44: Price=$112240.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:15:10: Price=$112280.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:15:44: Price=$112240.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:16:10: Price=$112280.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:16:46: Price=$112287.00, Position=No position, Balance=1001.97 USDC
2025-10-29 23:17:12: Price=$112274.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:17:46: Price=$112287.00, Position=No position, Balance=1001.97 USDC
2025-10-29 23:18:12: Price=$112274.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:18:46: Price=$112287.00, Position=No position, Balance=1001.97 USDC
2025-10-29 23:19:12: Price=$112274.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:19:48: Price=$112421.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:20:13: Price=$112426.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:20:48: Price=$112421.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:21:13: Price=$112426.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:21:48: Price=$112421.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:22:13: Price=$112426.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:22:50: Price=$112410.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:23:15: Price=$112368.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:23:50: Price=$112410.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:24:15: Price=$112368.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:24:50: Price=$112410.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:25:15: Price=$112368.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:25:52: Price=$112327.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:26:16: Price=$112279.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:26:52: Price=$112327.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:27:16: Price=$112279.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:27:52: Price=$112327.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:28:16: Price=$112279.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:28:54: Price=$112327.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:29:18: Price=$112123.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:29:54: Price=$112327.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:30:18: Price=$112123.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:30:54: Price=$112327.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:31:18: Price=$112123.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:31:56: Price=$112010.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:32:20: Price=$111876.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:32:57: Price=$112010.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:33:20: Price=$111876.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:33:57: Price=$112010.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:34:20: Price=$111876.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:34:59: Price=$111893.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:35:21: Price=$111887.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:35:59: Price=$111893.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:36:21: Price=$111887.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:36:59: Price=$111893.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:37:21: Price=$111887.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:38:01: Price=$111680.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:38:23: Price=$111772.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:39:01: Price=$111680.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:39:23: Price=$111772.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:40:01: Price=$111680.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:40:23: Price=$111772.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:41:03: Price=$111887.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:41:24: Price=$111879.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:42:03: Price=$111887.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:42:24: Price=$111879.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:43:03: Price=$111887.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:43:24: Price=$111879.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:44:08: Price=$111686.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:44:26: Price=$111714.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:45:08: Price=$111686.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:45:26: Price=$111714.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:46:08: Price=$111686.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:46:26: Price=$111714.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:47:10: Price=$111750.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:47:28: Price=$111741.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:48:10: Price=$111750.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:48:28: Price=$111741.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:49:10: Price=$111750.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:49:28: Price=$111741.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:50:12: Price=$111506.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:50:30: Price=$111507.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:51:12: Price=$111506.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:51:30: Price=$111507.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:52:12: Price=$111506.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:52:30: Price=$111507.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:53:14: Price=$111749.00, Position=No position, Balance=1001.97 USDC
2025-10-29 23:53:32: Price=$111682.00, Position=No position, Balance=1001.97 USDC
2025-10-29 23:54:14: Price=$111749.00, Position=No position, Balance=1001.97 USDC
2025-10-29 23:54:32: Price=$111682.00, Position=No position, Balance=1001.97 USDC
2025-10-29 23:55:14: Price=$111749.00, Position=No position, Balance=1001.97 USDC
2025-10-29 23:55:32: Price=$111682.00, Position=No position, Balance=1001.97 USDC
2025-10-29 23:56:16: Price=$111425.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:56:34: Price=$111524.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:57:16: Price=$111425.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:57:34: Price=$111524.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:58:16: Price=$111425.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:58:34: Price=$111524.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:59:18: Price=$111512.50, Position=No position, Balance=1001.97 USDC
2025-10-29 23:59:36: Price=$111580.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:00:18: Price=$111512.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:00:36: Price=$111580.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:01:18: Price=$111512.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:01:36: Price=$111580.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:02:20: Price=$111403.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:02:38: Price=$111447.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:03:20: Price=$111403.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:03:38: Price=$111447.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:04:20: Price=$111403.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:04:38: Price=$111447.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:05:23: Price=$111326.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:05:40: Price=$111321.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:06:23: Price=$111326.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:06:40: Price=$111321.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:07:23: Price=$111326.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:07:40: Price=$111321.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:08:25: Price=$111340.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:08:43: Price=$111260.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:09:25: Price=$111340.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:09:43: Price=$111260.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:10:25: Price=$111340.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:10:43: Price=$111260.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:11:27: Price=$111102.00, Position=No position, Balance=1001.97 USDC
2025-10-30 00:11:45: Price=$111146.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:12:27: Price=$111102.00, Position=No position, Balance=1001.97 USDC
2025-10-30 00:12:45: Price=$111146.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:13:27: Price=$111102.00, Position=No position, Balance=1001.97 USDC
2025-10-30 00:13:45: Price=$111146.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:14:29: Price=$111041.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:14:46: Price=$110979.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:15:29: Price=$111041.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:15:46: Price=$110979.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:16:29: Price=$111041.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:16:46: Price=$110979.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:17:31: Price=$111050.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:18:45: Price=$111033.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:19:45: Price=$111033.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:20:45: Price=$111033.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:21:47: Price=$111280.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:22:47: Price=$111280.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:23:47: Price=$111280.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:24:49: Price=$111319.00, Position=No position, Balance=1001.97 USDC
2025-10-30 00:25:49: Price=$111319.00, Position=No position, Balance=1001.97 USDC
2025-10-30 00:26:49: Price=$111319.00, Position=No position, Balance=1001.97 USDC
2025-10-30 00:27:50: Price=$111274.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:28:50: Price=$111274.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:29:50: Price=$111274.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:30:53: Price=$111080.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:31:53: Price=$111080.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:32:53: Price=$111080.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:33:54: Price=$111213.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:34:54: Price=$111213.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:35:54: Price=$111213.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:36:56: Price=$111212.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:37:56: Price=$111212.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:38:56: Price=$111212.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:40:13: Price=$111182.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:41:13: Price=$111182.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:42:13: Price=$111182.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:43:15: Price=$111347.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:44:15: Price=$111347.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:45:15: Price=$111347.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:46:17: Price=$111290.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:47:17: Price=$111290.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:48:17: Price=$111290.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:49:19: Price=$111145.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:50:19: Price=$111145.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:51:20: Price=$111145.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:52:22: Price=$111225.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:53:22: Price=$111225.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:54:22: Price=$111225.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:55:24: Price=$111173.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:56:24: Price=$111173.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:57:24: Price=$111173.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:58:26: Price=$111161.50, Position=No position, Balance=1001.97 USDC
2025-10-30 00:59:26: Price=$111161.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:00:26: Price=$111161.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:01:28: Price=$111169.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:02:28: Price=$111169.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:03:28: Price=$111169.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:04:30: Price=$111349.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:05:30: Price=$111349.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:06:30: Price=$111349.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:07:32: Price=$111214.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:08:32: Price=$111214.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:09:32: Price=$111214.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:10:35: Price=$111257.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:11:35: Price=$111257.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:12:35: Price=$111257.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:13:40: Price=$111201.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:14:40: Price=$111201.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:15:40: Price=$111201.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:16:42: Price=$111130.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:17:42: Price=$111130.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:18:42: Price=$111130.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:19:45: Price=$111108.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:20:45: Price=$111108.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:21:45: Price=$111108.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:22:48: Price=$111095.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:23:48: Price=$111095.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:24:48: Price=$111095.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:25:54: Price=$111128.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:26:54: Price=$111128.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:27:54: Price=$111128.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:29:02: Price=$111236.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:30:02: Price=$111236.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:31:02: Price=$111236.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:32:06: Price=$111229.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:33:06: Price=$111229.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:34:06: Price=$111229.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:35:10: Price=$111386.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:36:10: Price=$111386.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:37:10: Price=$111386.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:38:11: Price=$111670.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:39:11: Price=$111670.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:40:11: Price=$111670.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:41:13: Price=$111640.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:42:13: Price=$111640.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:43:13: Price=$111640.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:44:15: Price=$111708.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:45:15: Price=$111708.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:46:15: Price=$111708.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:47:16: Price=$111683.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:48:38: Price=$111773.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:49:38: Price=$111773.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:50:38: Price=$111773.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:51:41: Price=$111835.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:52:41: Price=$111835.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:53:41: Price=$111835.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:54:43: Price=$111863.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:55:43: Price=$111863.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:56:43: Price=$111863.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:57:45: Price=$111759.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:58:45: Price=$111759.50, Position=No position, Balance=1001.97 USDC
2025-10-30 01:59:45: Price=$111759.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:00:48: Price=$111653.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:01:48: Price=$111653.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:02:48: Price=$111653.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:03:50: Price=$111654.00, Position=No position, Balance=1001.97 USDC
2025-10-30 02:04:50: Price=$111654.00, Position=No position, Balance=1001.97 USDC
2025-10-30 02:05:50: Price=$111654.00, Position=No position, Balance=1001.97 USDC
2025-10-30 02:06:52: Price=$111430.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:07:52: Price=$111430.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:08:52: Price=$111430.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:09:54: Price=$111520.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:10:54: Price=$111520.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:11:54: Price=$111520.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:12:56: Price=$111509.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:13:56: Price=$111509.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:14:56: Price=$111509.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:15:58: Price=$111332.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:16:58: Price=$111332.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:17:58: Price=$111332.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:19:00: Price=$111578.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:20:00: Price=$111578.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:21:00: Price=$111578.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:22:02: Price=$111331.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:23:02: Price=$111331.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:24:02: Price=$111331.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:25:04: Price=$111393.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:26:04: Price=$111393.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:27:04: Price=$111393.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:28:06: Price=$111341.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:29:06: Price=$111341.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:30:06: Price=$111341.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:31:08: Price=$111471.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:32:08: Price=$111471.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:33:08: Price=$111471.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:34:11: Price=$111672.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:35:11: Price=$111672.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:36:11: Price=$111672.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:37:13: Price=$110854.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:38:13: Price=$110854.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:39:13: Price=$110854.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:40:17: Price=$109808.00, Position=No position, Balance=1001.97 USDC
2025-10-30 02:41:17: Price=$109808.00, Position=No position, Balance=1001.97 USDC
2025-10-30 02:42:17: Price=$109808.00, Position=No position, Balance=1001.97 USDC
2025-10-30 02:43:20: Price=$109765.00, Position=No position, Balance=1001.97 USDC
2025-10-30 02:44:20: Price=$109765.00, Position=No position, Balance=1001.97 USDC
2025-10-30 02:45:20: Price=$109765.00, Position=No position, Balance=1001.97 USDC
2025-10-30 02:46:23: Price=$110105.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:47:23: Price=$110105.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:48:23: Price=$110105.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:49:26: Price=$110352.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:50:26: Price=$110352.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:51:26: Price=$110352.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:52:29: Price=$110864.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:53:29: Price=$110864.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:54:29: Price=$110864.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:55:31: Price=$111237.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:56:31: Price=$111237.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:57:31: Price=$111237.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:58:33: Price=$110862.50, Position=No position, Balance=1001.97 USDC
2025-10-30 02:59:33: Price=$110862.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:00:33: Price=$110862.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:01:35: Price=$111037.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:02:35: Price=$111037.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:03:35: Price=$111037.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:04:38: Price=$110816.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:05:38: Price=$110816.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:06:38: Price=$110816.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:07:40: Price=$111233.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:08:40: Price=$111233.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:09:40: Price=$111233.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:10:42: Price=$111390.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:11:42: Price=$111390.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:12:42: Price=$111390.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:13:44: Price=$111428.00, Position=No position, Balance=1001.97 USDC
2025-10-30 03:14:44: Price=$111428.00, Position=No position, Balance=1001.97 USDC
2025-10-30 03:15:44: Price=$111428.00, Position=No position, Balance=1001.97 USDC
2025-10-30 03:16:47: Price=$111122.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:17:47: Price=$111122.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:18:47: Price=$111122.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:19:49: Price=$111065.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:20:49: Price=$111065.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:21:49: Price=$111065.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:22:51: Price=$111192.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:23:51: Price=$111192.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:24:51: Price=$111192.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:25:53: Price=$111135.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:26:53: Price=$111135.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:27:53: Price=$111135.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:28:56: Price=$111084.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:29:56: Price=$111084.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:30:56: Price=$111084.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:31:58: Price=$110920.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:32:58: Price=$110920.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:33:58: Price=$110920.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:35:00: Price=$110671.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:36:00: Price=$110671.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:37:00: Price=$110671.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:38:01: Price=$110497.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:39:01: Price=$110497.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:40:01: Price=$110497.50, Position=No position, Balance=1001.97 USDC
2025-10-30 03:41:03: Price=$110354.50, Position=No position, Balance=1001.97 USDC
